ex_name,ex_version,ex_prompt_version,ex_number,timestamp,index,config_name,config_label,config_deployment,config_api_version,config_temperature,config_max_tokens,config_n_responses,config_stop,config_top_p,config_top_k,fact,measures,dependencies,node_tp,node_fp,node_fn,edges_tp,edges_fn,edges_fp,edges_precision,edges_recall,edges_f1,nodes_tp,nodes_fn,nodes_fp,nodes_precision,nodes_recall,nodes_f1
exercise-2-demand-rq4-base-gpt4o-2024-11-12T15-20-56,demand,,2,2024-11-12T15-20-56,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitprice']","[{'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitprice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Date', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Article', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Store', 'label': 'tp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}, {'from': 'Store', 'to': 'Region', 'label': 'tp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}]","['type', 'revenue', 'region', 'date', 'purchase', 'state', 'article', 'country', 'quantity', 'store', 'unitprice']",[],"['address', 'storename', 'articlename']",10,3,0,1.0,0.7692,0.8696,11,3,0,1.0,0.7857,0.88
exercise-2-demand-rq4-base-gpt4o-2024-11-12T15-21-16,demand,,2,2024-11-12T15-21-16,1,,,,,,,,,,,Purchase,"['quantity', 'revenue', 'unitprice']","[{'from': 'Purchase', 'to': 'quantity', 'label': 'tp'}, {'from': 'Purchase', 'to': 'revenue', 'label': 'tp'}, {'from': 'Purchase', 'to': 'unitprice', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Date', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Article', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Store', 'label': 'tp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}, {'from': 'Store', 'to': 'Region', 'label': 'tp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}]","['country', 'store', 'unitprice', 'revenue', 'date', 'type', 'article', 'quantity', 'purchase', 'state', 'region']",[],"['address', 'articlename', 'storename']",10,3,0,1.0,0.7692,0.8696,11,3,0,1.0,0.7857,0.88
exercise-2-demand-rq4-base-gpt4o-2024-11-12T15-21-44,demand,,2,2024-11-12T15-21-44,1,,,,,,,,,,,Purchase,"['Quantity', 'Revenue', 'UnitPrice']","[{'from': 'Purchase', 'to': 'Quantity', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Revenue', 'label': 'tp'}, {'from': 'Purchase', 'to': 'UnitPrice', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Date', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Article', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Store', 'label': 'tp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}, {'from': 'Store', 'to': 'StoreName', 'label': 'tp'}, {'from': 'Store', 'to': 'Address', 'label': 'tp'}, {'from': 'Store', 'to': 'Region', 'label': 'tp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}]","['date', 'storename', 'address', 'type', 'unitprice', 'state', 'revenue', 'quantity', 'article', 'region', 'country', 'store', 'purchase']",[],['articlename'],12,1,0,1.0,0.9231,0.96,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq4-base-gpt4o-2024-11-12T15-21-59,demand,,2,2024-11-12T15-21-59,1,,,,,,,,,,,PURCHASE,"['Quantity', 'Revenue', 'UnitPrice']","[{'from': 'PURCHASE', 'to': 'Quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'UnitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Date', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Article', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Store', 'label': 'tp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}, {'from': 'Store', 'to': 'Region', 'label': 'tp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}]","['quantity', 'purchase', 'unitprice', 'type', 'state', 'date', 'store', 'article', 'revenue', 'region', 'country']",[],"['storename', 'articlename', 'address']",10,3,0,1.0,0.7692,0.8696,11,3,0,1.0,0.7857,0.88
exercise-2-demand-rq4-base-gpt4o-2024-11-12T15-22-18,demand,,2,2024-11-12T15-22-18,1,,,,,,,,,,,Purchase,"['Quantity', 'Revenue', 'UnitPrice']","[{'from': 'Purchase', 'to': 'Store', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Article', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Date', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Quantity', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Revenue', 'label': 'tp'}, {'from': 'Purchase', 'to': 'UnitPrice', 'label': 'tp'}, {'from': 'Store', 'to': 'StoreName', 'label': 'tp'}, {'from': 'Store', 'to': 'Address', 'label': 'tp'}, {'from': 'Store', 'to': 'Region', 'label': 'tp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}, {'from': 'Article', 'to': 'ArticleName', 'label': 'tp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}]","['quantity', 'region', 'articlename', 'article', 'state', 'revenue', 'unitprice', 'type', 'country', 'storename', 'store', 'address', 'purchase', 'date']",[],[],13,0,0,1.0,1.0,1.0,14,0,0,1.0,1.0,1.0
exercise-2-demand-rq4-base-gpt4o-2024-11-12T18-36-09,demand,,2,2024-11-12T18-36-09,1,,,,,,,,,,,Purchase,"['quantity', 'revenue', 'unitprice']","[{'from': 'Purchase', 'to': 'quantity', 'label': 'tp'}, {'from': 'Purchase', 'to': 'revenue', 'label': 'tp'}, {'from': 'Purchase', 'to': 'unitprice', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Date', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Article', 'label': 'tp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Store', 'label': 'tp'}, {'from': 'Store', 'to': 'Region', 'label': 'tp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}]","['quantity', 'country', 'state', 'date', 'store', 'type', 'unitprice', 'purchase', 'revenue', 'region', 'article']",[],"['storename', 'articlename', 'address']",10,3,0,1.0,0.7692,0.8696,11,3,0,1.0,0.7857,0.88
exercise-2-demand-rq4-base-gpt4o-2024-11-12T18-36-24,demand,,2,2024-11-12T18-36-24,1,,,,,,,,,,,Purchase,"['Quantity', 'Revenue', 'UnitPrice']","[{'from': 'Purchase', 'to': 'Quantity', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Revenue', 'label': 'tp'}, {'from': 'Purchase', 'to': 'UnitPrice', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Date', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Article', 'label': 'tp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Store', 'label': 'tp'}, {'from': 'Store', 'to': 'Region', 'label': 'tp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}]","['revenue', 'region', 'quantity', 'type', 'date', 'article', 'country', 'purchase', 'store', 'state', 'unitprice']",[],"['storename', 'articlename', 'address']",10,3,0,1.0,0.7692,0.8696,11,3,0,1.0,0.7857,0.88
exercise-2-demand-rq4-base-gpt4o-2024-11-12T18-36-48,demand,,2,2024-11-12T18-36-48,1,,,,,,,,,,,Purchase,"['Quantity', 'Revenue', 'UnitPrice']","[{'from': 'Purchase', 'to': 'Quantity', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Revenue', 'label': 'tp'}, {'from': 'Purchase', 'to': 'UnitPrice', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Date', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Article', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Store', 'label': 'tp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}, {'from': 'Store', 'to': 'Address', 'label': 'tp'}, {'from': 'Address', 'to': 'Region', 'label': 'fp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}]","['region', 'revenue', 'purchase', 'type', 'address', 'quantity', 'date', 'store', 'unitprice', 'state', 'article', 'country']",[],"['articlename', 'storename']",10,3,1,0.9091,0.7692,0.8333,12,2,0,1.0,0.8571,0.9231
exercise-2-demand-rq4-base-gpt4o-2024-11-12T18-37-08,demand,,2,2024-11-12T18-37-08,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitprice']","[{'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitprice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Date', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'article', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'article', 'to': 'type', 'label': 'tp'}, {'from': 'store', 'to': 'storename', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}]","['purchase', 'type', 'store', 'revenue', 'address', 'state', 'date', 'country', 'storename', 'region', 'article', 'quantity', 'unitprice']",[],['articlename'],12,1,0,1.0,0.9231,0.96,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq4-base-gpt4o-2024-11-12T18-37-29,demand,,2,2024-11-12T18-37-29,1,,,,,,,,,,,Purchase,"['quantity', 'revenue', 'unitprice']","[{'from': 'Purchase', 'to': 'quantity', 'label': 'tp'}, {'from': 'Purchase', 'to': 'revenue', 'label': 'tp'}, {'from': 'Purchase', 'to': 'unitprice', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Date', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Article', 'label': 'tp'}, {'from': 'Purchase', 'to': 'Store', 'label': 'tp'}, {'from': 'Store', 'to': 'name', 'label': 'fp'}, {'from': 'Store', 'to': 'address', 'label': 'tp'}, {'from': 'Store', 'to': 'Region', 'label': 'tp'}, {'from': 'Region', 'to': 'State', 'label': 'tp'}, {'from': 'State', 'to': 'Country', 'label': 'tp'}, {'from': 'Article', 'to': 'name', 'label': 'fp'}, {'from': 'Article', 'to': 'type', 'label': 'tp'}]","['unitprice', 'store', 'address', 'region', 'country', 'type', 'purchase', 'article', 'revenue', 'date', 'quantity', 'state']",['name'],"['articlename', 'storename']",11,2,2,0.8462,0.8462,0.8462,12,2,1,0.9231,0.8571,0.8889
exercise-3-demand-rq4-base-gpt4o-2024-11-12T15-22-38,demand,,3,2024-11-12T15-22-38,1,,,,,,,,,,,PURCHASE,"['amount', 'exchange']","[{'from': 'PURCHASE', 'to': 'Store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'CreditCard', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Date', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'amount', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'exchange', 'label': 'tp'}, {'from': 'Store', 'to': 'StoreName', 'label': 'tp'}, {'from': 'Store', 'to': 'Address', 'label': 'fp'}, {'from': 'Store', 'to': 'StoreType', 'label': 'tp'}, {'from': 'Store', 'to': 'Country', 'label': 'tp'}, {'from': 'Country', 'to': 'Area', 'label': 'tp'}, {'from': 'CreditCard', 'to': 'creditCardType', 'label': 'tp'}, {'from': 'CreditCard', 'to': 'Holder', 'label': 'tp'}, {'from': 'CreditCard', 'to': 'ExpirationDate', 'label': 'fp'}, {'from': 'CreditCard', 'to': 'CreditLimit', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'Circuit', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'IssuingBank', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'creditCardName', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'Color', 'label': 'tp'}, {'from': 'IssuingBank', 'to': 'issuingBankAddress', 'label': 'tp'}, {'from': 'IssuingBank', 'to': 'BankCountry', 'label': 'fp'}, {'from': 'Holder', 'to': 'FirstName', 'label': 'tp'}, {'from': 'Holder', 'to': 'LastName', 'label': 'tp'}, {'from': 'Holder', 'to': 'Age', 'label': 'tp'}, {'from': 'Holder', 'to': 'Job', 'label': 'tp'}, {'from': 'Holder', 'to': 'IncomeRange', 'label': 'tp'}]","['country', 'lastname', 'storetype', 'creditcardtype', 'purchase', 'age', 'exchange', 'creditcard', 'store', 'holder', 'issuingbankaddress', 'amount', 'creditcardname', 'storename', 'area', 'issuingbank', 'incomerange', 'creditlimit', 'job', 'date', 'circuit', 'firstname', 'color']","['address', 'bankcountry', 'expirationdate']",['storeaddress'],22,3,3,0.88,0.88,0.88,23,1,3,0.8846,0.9583,0.92
exercise-3-demand-rq4-base-gpt4o-2024-11-12T15-23-04,demand,,3,2024-11-12T15-23-04,1,,,,,,,,,,,PURCHASE,"['Amount', 'Exchange']","[{'from': 'PURCHASE', 'to': 'Store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'CreditCard', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Date', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Amount', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'Exchange', 'label': 'tp'}, {'from': 'Store', 'to': 'StoreName', 'label': 'tp'}, {'from': 'StoreName', 'to': 'StoreAddress', 'label': 'fp'}, {'from': 'StoreAddress', 'to': 'StoreType', 'label': 'fp'}, {'from': 'StoreType', 'to': 'Country', 'label': 'fp'}, {'from': 'Country', 'to': 'Area', 'label': 'tp'}, {'from': 'CreditCard', 'to': 'creditCardType', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'Holder', 'label': 'fp'}, {'from': 'Holder', 'to': 'ExpirationDate', 'label': 'fp'}, {'from': 'ExpirationDate', 'to': 'CreditLimit', 'label': 'fp'}, {'from': 'creditCardType', 'to': 'Circuit', 'label': 'tp'}, {'from': 'Circuit', 'to': 'IssuingBank', 'label': 'fp'}, {'from': 'IssuingBank', 'to': 'issuingBankAddress', 'label': 'tp'}, {'from': 'issuingBankAddress', 'to': 'BankCountry', 'label': 'fp'}, {'from': 'creditCardType', 'to': 'creditCardName', 'label': 'tp'}, {'from': 'creditCardName', 'to': 'CardColor', 'label': 'fp'}, {'from': 'Holder', 'to': 'FirstName', 'label': 'tp'}, {'from': 'FirstName', 'to': 'LastName', 'label': 'fp'}, {'from': 'LastName', 'to': 'Age', 'label': 'fp'}, {'from': 'Age', 'to': 'Job', 'label': 'fp'}, {'from': 'Job', 'to': 'IncomeRange', 'label': 'fp'}]","['area', 'creditlimit', 'amount', 'country', 'storeaddress', 'issuingbank', 'lastname', 'storename', 'holder', 'issuingbankaddress', 'date', 'creditcardtype', 'firstname', 'storetype', 'job', 'store', 'creditcard', 'exchange', 'circuit', 'incomerange', 'purchase', 'age', 'creditcardname']","['bankcountry', 'expirationdate', 'cardcolor']",['color'],12,13,13,0.48,0.48,0.48,23,1,3,0.8846,0.9583,0.92
